emotion,filename
Disgusted,9299.wav
Disgusted,9300.wav
Fearful,9301.wav
Neutral,9302.wav
Sad,9303.wav
Suprised,9304.wav
Happy,9305.wav
Sad,9306.wav
Sad,9307.wav
Sad,9308.wav
Neutral,9309.wav
Fearful,9310.wav
Angry,9311.wav
Sad,9312.wav
Angry,9313.wav
Disgusted,9314.wav
Neutral,9315.wav
Fearful,9316.wav
Angry,9317.wav
Angry,9318.wav
Suprised,9319.wav
Neutral,9320.wav
Happy,9321.wav
Angry,9322.wav
Fearful,9323.wav
Disgusted,9324.wav
Angry,9325.wav
Fearful,9326.wav
Neutral,9327.wav
Happy,9328.wav
Disgusted,9329.wav
Fearful,9330.wav
Neutral,9331.wav
Neutral,9332.wav
Disgusted,9333.wav
Suprised,9334.wav
Sad,9335.wav
Angry,9336.wav
Angry,9337.wav
Sad,9338.wav
Neutral,9339.wav
Sad,9340.wav
Neutral,9341.wav
Happy,9342.wav
Happy,9343.wav
Disgusted,9344.wav
Disgusted,9345.wav
Neutral,9346.wav
Disgusted,9347.wav
Happy,9348.wav
Fearful,9349.wav
Sad,9350.wav
Neutral,9351.wav
Disgusted,9352.wav
Angry,9353.wav
Neutral,9354.wav
Sad,9355.wav
Disgusted,9356.wav
Fearful,9357.wav
Angry,9358.wav
Disgusted,9359.wav
Fearful,9360.wav
Neutral,9361.wav
Suprised,9362.wav
Happy,9363.wav
Neutral,9364.wav
Angry,9365.wav
Angry,9366.wav
Disgusted,9367.wav
Neutral,9368.wav
Sad,9369.wav
Fearful,9370.wav
Happy,9371.wav
Happy,9372.wav
Angry,9373.wav
Happy,9374.wav
Sad,9375.wav
Fearful,9376.wav
Fearful,9377.wav
Sad,9378.wav
Neutral,9379.wav
Happy,9380.wav
Neutral,9381.wav
Happy,9382.wav
Disgusted,9383.wav
Disgusted,9384.wav
Sad,9385.wav
Fearful,9386.wav
Neutral,9387.wav
Angry,9388.wav
Fearful,9389.wav
Angry,9390.wav
Fearful,9391.wav
Neutral,9392.wav
Fearful,9393.wav
Disgusted,9394.wav
Happy,9395.wav
Sad,9396.wav
Sad,9397.wav
Fearful,9398.wav
Happy,9399.wav
Sad,9400.wav
Happy,9401.wav
Disgusted,9402.wav
Happy,9403.wav
Neutral,9404.wav
Disgusted,9405.wav
Happy,9406.wav
Happy,9407.wav
Angry,9408.wav
Neutral,9409.wav
Angry,9410.wav
Disgusted,9411.wav
Disgusted,9412.wav
Neutral,9413.wav
Neutral,9414.wav
Fearful,9415.wav
Angry,9416.wav
Sad,9417.wav
Angry,9418.wav
Sad,9419.wav
Disgusted,9420.wav
Neutral,9421.wav
Angry,9422.wav
Sad,9423.wav
Disgusted,9424.wav
Neutral,9425.wav
Suprised,9426.wav
Sad,9427.wav
Sad,9428.wav
Fearful,9429.wav
Angry,9430.wav
Happy,9431.wav
Neutral,9432.wav
Disgusted,9433.wav
Disgusted,9434.wav
Sad,9435.wav
Happy,9436.wav
Neutral,9437.wav
Neutral,9438.wav
Fearful,9439.wav
Disgusted,9440.wav
Angry,9441.wav
Sad,9442.wav
Disgusted,9443.wav
Angry,9444.wav
Neutral,9445.wav
Fearful,9446.wav
Neutral,9447.wav
Angry,9448.wav
Happy,9449.wav
Disgusted,9450.wav
Disgusted,9451.wav
Fearful,9452.wav
Sad,9453.wav
Neutral,9454.wav
Fearful,9455.wav
Suprised,9456.wav
Sad,9457.wav
Fearful,9458.wav
Happy,9459.wav
Disgusted,9460.wav
Angry,9461.wav
Neutral,9462.wav
Disgusted,9463.wav
Neutral,9464.wav
Fearful,9465.wav
Happy,9466.wav
Angry,9467.wav
Fearful,9468.wav
Fearful,9469.wav
Sad,9470.wav
Sad,9471.wav
Sad,9472.wav
Sad,9473.wav
Happy,9474.wav
Fearful,9475.wav
Angry,9476.wav
Angry,9477.wav
Angry,9478.wav
Disgusted,9479.wav
Neutral,9480.wav
Fearful,9481.wav
Disgusted,9482.wav
Happy,9483.wav
Sad,9484.wav
Disgusted,9485.wav
Sad,9486.wav
Sad,9487.wav
Angry,9488.wav
Neutral,9489.wav
Sad,9490.wav
Happy,9491.wav
Angry,9492.wav
Angry,9493.wav
Disgusted,9494.wav
Sad,9495.wav
Sad,9496.wav
Happy,9497.wav
Happy,9498.wav
Sad,9499.wav
Sad,9500.wav
Suprised,9501.wav
Happy,9502.wav
Neutral,9503.wav
Fearful,9504.wav
Fearful,9505.wav
Fearful,9506.wav
Happy,9507.wav
Neutral,9508.wav
Angry,9509.wav
Sad,9510.wav
Angry,9511.wav
Happy,9512.wav
Neutral,9513.wav
Angry,9514.wav
Fearful,9515.wav
Disgusted,9516.wav
Disgusted,9517.wav
Fearful,9518.wav
Sad,9519.wav
Neutral,9520.wav
Disgusted,9521.wav
Fearful,9522.wav
Disgusted,9523.wav
Happy,9524.wav
Disgusted,9525.wav
Fearful,9526.wav
Sad,9527.wav
Disgusted,9528.wav
Neutral,9529.wav
Disgusted,9530.wav
Fearful,9531.wav
Happy,9532.wav
Angry,9533.wav
Neutral,9534.wav
Fearful,9535.wav
Suprised,9536.wav
Fearful,9537.wav
Angry,9538.wav
Sad,9539.wav
Fearful,9540.wav
Disgusted,9541.wav
Neutral,9542.wav
Angry,9543.wav
Sad,9544.wav
Fearful,9545.wav
Disgusted,9546.wav
Disgusted,9547.wav
Sad,9548.wav
Sad,9549.wav
Neutral,9550.wav
Angry,9551.wav
Disgusted,9552.wav
Happy,9553.wav
Angry,9554.wav
Disgusted,9555.wav
Sad,9556.wav
Disgusted,9557.wav
Sad,9558.wav
Sad,9559.wav
Fearful,9560.wav
Angry,9561.wav
Angry,9562.wav
Disgusted,9563.wav
Sad,9564.wav
Sad,9565.wav
Happy,9566.wav
Sad,9567.wav
Fearful,9568.wav
Fearful,9569.wav
Sad,9570.wav
Neutral,9571.wav
Happy,9572.wav
Sad,9573.wav
Happy,9574.wav
Happy,9575.wav
Fearful,9576.wav
Disgusted,9577.wav
Sad,9578.wav
Sad,9579.wav
Fearful,9580.wav
Disgusted,9581.wav
Neutral,9582.wav
Angry,9583.wav
Happy,9584.wav
Happy,9585.wav
Angry,9586.wav
Fearful,9587.wav
Disgusted,9588.wav
Angry,9589.wav
Neutral,9590.wav
Suprised,9591.wav
Happy,9592.wav
Happy,9593.wav
Sad,9594.wav
Happy,9595.wav
Fearful,9596.wav
